dataset	query_id	relevant_count	eos_any_miss_at_10	external_both_hit_at_10	external_both_hit_at_1	external_same_top1_doc	source_first_relevant_ranks	source_ndcg_at_10	source_recall_at_100	source_top1_doc_ids
nfcorpus	PLAIN-91	64	False	True	True	False	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 2, ""eos_dense"": 2, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.17653239837139895, ""eos_compact_q4_fp16_o200"": 0.3255243873208394, ""eos_dense"": 0.3255243873208394, ""hybrid_minmax_blend_a050"": 0.3765661838324222, ""mxbai"": 0.6323930811778343, ""qwen3"": 0.5389403338193631}"	"{""bm25"": 0.15625, ""eos_compact_q4_fp16_o200"": 0.265625, ""eos_dense"": 0.265625, ""hybrid_minmax_blend_a050"": 0.25, ""mxbai"": 0.421875, ""qwen3"": 0.296875}"	"{""bm25"": ""MED-3171"", ""eos_compact_q4_fp16_o200"": ""MED-4704"", ""eos_dense"": ""MED-4704"", ""hybrid_minmax_blend_a050"": ""MED-3171"", ""mxbai"": ""MED-3169"", ""qwen3"": ""MED-3175""}"
nfcorpus	PLAIN-102	24	True	True	False	False	"{""bm25"": 6, ""eos_compact_q4_fp16_o200"": 29, ""eos_dense"": 29, ""hybrid_minmax_blend_a050"": 3, ""mxbai"": 1, ""qwen3"": 2}"	"{""bm25"": 0.11538029521800255, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.16195671984435944, ""mxbai"": 0.16195671984435944, ""qwen3"": 0.10218331334064328}"	"{""bm25"": 0.041666666666666664, ""eos_compact_q4_fp16_o200"": 0.041666666666666664, ""eos_dense"": 0.041666666666666664, ""hybrid_minmax_blend_a050"": 0.041666666666666664, ""mxbai"": 0.16666666666666666, ""qwen3"": 0.16666666666666666}"	"{""bm25"": ""MED-1999"", ""eos_compact_q4_fp16_o200"": ""MED-1209"", ""eos_dense"": ""MED-1209"", ""hybrid_minmax_blend_a050"": ""MED-3954"", ""mxbai"": ""MED-3255"", ""qwen3"": ""MED-1548""}"
nfcorpus	PLAIN-112	56	False	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 5, ""eos_dense"": 5, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.4222280166138917, ""eos_compact_q4_fp16_o200"": 0.10889339568010446, ""eos_dense"": 0.10889339568010446, ""hybrid_minmax_blend_a050"": 0.3702840839003171, ""mxbai"": 0.7051299966120247, ""qwen3"": 0.6884811065458706}"	"{""bm25"": 0.08928571428571429, ""eos_compact_q4_fp16_o200"": 0.10714285714285714, ""eos_dense"": 0.10714285714285714, ""hybrid_minmax_blend_a050"": 0.08928571428571429, ""mxbai"": 0.16071428571428573, ""qwen3"": 0.125}"	"{""bm25"": ""MED-3380"", ""eos_compact_q4_fp16_o200"": ""MED-1728"", ""eos_dense"": ""MED-1728"", ""hybrid_minmax_blend_a050"": ""MED-3380"", ""mxbai"": ""MED-3380"", ""qwen3"": ""MED-3380""}"
nfcorpus	PLAIN-123	51	True	True	False	False	"{""bm25"": 8, ""eos_compact_q4_fp16_o200"": 95, ""eos_dense"": 95, ""hybrid_minmax_blend_a050"": 36, ""mxbai"": 5, ""qwen3"": 4}"	"{""bm25"": 0.04019569404504287, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.14006569526710394, ""qwen3"": 0.05487565949361939}"	"{""bm25"": 0.11764705882352941, ""eos_compact_q4_fp16_o200"": 0.0196078431372549, ""eos_dense"": 0.0196078431372549, ""hybrid_minmax_blend_a050"": 0.0784313725490196, ""mxbai"": 0.1568627450980392, ""qwen3"": 0.09803921568627451}"	"{""bm25"": ""MED-4256"", ""eos_compact_q4_fp16_o200"": ""MED-4392"", ""eos_dense"": ""MED-4392"", ""hybrid_minmax_blend_a050"": ""MED-4392"", ""mxbai"": ""MED-2707"", ""qwen3"": ""MED-4392""}"
nfcorpus	PLAIN-133	36	True	True	False	False	"{""bm25"": 20, ""eos_compact_q4_fp16_o200"": 16, ""eos_dense"": 16, ""hybrid_minmax_blend_a050"": 12, ""mxbai"": 2, ""qwen3"": 2}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.25264076317831785, ""qwen3"": 0.1684271754522119}"	"{""bm25"": 0.027777777777777776, ""eos_compact_q4_fp16_o200"": 0.1388888888888889, ""eos_dense"": 0.1388888888888889, ""hybrid_minmax_blend_a050"": 0.1111111111111111, ""mxbai"": 0.1111111111111111, ""qwen3"": 0.16666666666666666}"	"{""bm25"": ""MED-1666"", ""eos_compact_q4_fp16_o200"": ""MED-2751"", ""eos_dense"": ""MED-2751"", ""hybrid_minmax_blend_a050"": ""MED-2751"", ""mxbai"": ""MED-4116"", ""qwen3"": ""MED-4527""}"
nfcorpus	PLAIN-143	51	False	True	True	False	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.3239134396887189, ""eos_compact_q4_fp16_o200"": 0.3816035872977202, ""eos_dense"": 0.3816035872977202, ""hybrid_minmax_blend_a050"": 0.37500509635904056, ""mxbai"": 0.7513630296552486, ""qwen3"": 0.8063046799681578}"	"{""bm25"": 0.0784313725490196, ""eos_compact_q4_fp16_o200"": 0.19607843137254902, ""eos_dense"": 0.19607843137254902, ""hybrid_minmax_blend_a050"": 0.23529411764705882, ""mxbai"": 0.3333333333333333, ""qwen3"": 0.35294117647058826}"	"{""bm25"": ""MED-3621"", ""eos_compact_q4_fp16_o200"": ""MED-3621"", ""eos_dense"": ""MED-3621"", ""hybrid_minmax_blend_a050"": ""MED-3621"", ""mxbai"": ""MED-3619"", ""qwen3"": ""MED-3618""}"
nfcorpus	PLAIN-153	47	False	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 2, ""eos_dense"": 2, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.5095491310544128, ""eos_compact_q4_fp16_o200"": 0.45792852318176186, ""eos_dense"": 0.45792852318176186, ""hybrid_minmax_blend_a050"": 0.6255206366718215, ""mxbai"": 0.943093442760096, ""qwen3"": 0.9456973440158414}"	"{""bm25"": 0.2553191489361702, ""eos_compact_q4_fp16_o200"": 0.46808510638297873, ""eos_dense"": 0.46808510638297873, ""hybrid_minmax_blend_a050"": 0.3617021276595745, ""mxbai"": 0.46808510638297873, ""qwen3"": 0.425531914893617}"	"{""bm25"": ""MED-3677"", ""eos_compact_q4_fp16_o200"": ""MED-4763"", ""eos_dense"": ""MED-4763"", ""hybrid_minmax_blend_a050"": ""MED-3677"", ""mxbai"": ""MED-3679"", ""qwen3"": ""MED-3679""}"
nfcorpus	PLAIN-165	36	False	True	True	False	"{""bm25"": 3, ""eos_compact_q4_fp16_o200"": 2, ""eos_dense"": 2, ""hybrid_minmax_blend_a050"": 2, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.2941417849290726, ""eos_compact_q4_fp16_o200"": 0.2323660001780183, ""eos_dense"": 0.2323660001780183, ""hybrid_minmax_blend_a050"": 0.4668468519073775, ""mxbai"": 0.6411800795403484, ""qwen3"": 0.673025948656132}"	"{""bm25"": 0.3055555555555556, ""eos_compact_q4_fp16_o200"": 0.3055555555555556, ""eos_dense"": 0.3055555555555556, ""hybrid_minmax_blend_a050"": 0.3333333333333333, ""mxbai"": 0.3888888888888889, ""qwen3"": 0.3333333333333333}"	"{""bm25"": ""MED-5087"", ""eos_compact_q4_fp16_o200"": ""MED-4445"", ""eos_dense"": ""MED-4445"", ""hybrid_minmax_blend_a050"": ""MED-4445"", ""mxbai"": ""MED-3696"", ""qwen3"": ""MED-3766""}"
nfcorpus	PLAIN-175	37	False	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 4, ""eos_dense"": 4, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.3686402433478159, ""eos_compact_q4_fp16_o200"": 0.05748471664172886, ""eos_dense"": 0.05748471664172886, ""hybrid_minmax_blend_a050"": 0.36307787496679805, ""mxbai"": 0.37715019247232284, ""qwen3"": 0.4086490615619735}"	"{""bm25"": 0.10810810810810811, ""eos_compact_q4_fp16_o200"": 0.2702702702702703, ""eos_dense"": 0.2702702702702703, ""hybrid_minmax_blend_a050"": 0.2972972972972973, ""mxbai"": 0.16216216216216217, ""qwen3"": 0.1891891891891892}"	"{""bm25"": ""MED-3818"", ""eos_compact_q4_fp16_o200"": ""MED-4347"", ""eos_dense"": ""MED-4347"", ""hybrid_minmax_blend_a050"": ""MED-3818"", ""mxbai"": ""MED-3818"", ""qwen3"": ""MED-3818""}"
nfcorpus	PLAIN-186	24	False	True	True	True	"{""bm25"": 4, ""eos_compact_q4_fp16_o200"": 2, ""eos_dense"": 2, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.09478836436955079, ""eos_compact_q4_fp16_o200"": 0.13886244387355454, ""eos_dense"": 0.13886244387355454, ""hybrid_minmax_blend_a050"": 0.2200917662980802, ""mxbai"": 0.2200917662980802, ""qwen3"": 0.2200917662980802}"	"{""bm25"": 0.041666666666666664, ""eos_compact_q4_fp16_o200"": 0.08333333333333333, ""eos_dense"": 0.08333333333333333, ""hybrid_minmax_blend_a050"": 0.08333333333333333, ""mxbai"": 0.125, ""qwen3"": 0.125}"	"{""bm25"": ""MED-2054"", ""eos_compact_q4_fp16_o200"": ""MED-1016"", ""eos_dense"": ""MED-1016"", ""hybrid_minmax_blend_a050"": ""MED-3904"", ""mxbai"": ""MED-3904"", ""qwen3"": ""MED-3904""}"
nfcorpus	PLAIN-196	69	False	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.642186726668901, ""eos_compact_q4_fp16_o200"": 0.2200917662980802, ""eos_dense"": 0.2200917662980802, ""hybrid_minmax_blend_a050"": 0.5763233549126812, ""mxbai"": 0.5473983622993502, ""qwen3"": 0.28952298823485745}"	"{""bm25"": 0.11594202898550725, ""eos_compact_q4_fp16_o200"": 0.10144927536231885, ""eos_dense"": 0.10144927536231885, ""hybrid_minmax_blend_a050"": 0.11594202898550725, ""mxbai"": 0.13043478260869565, ""qwen3"": 0.07246376811594203}"	"{""bm25"": ""MED-3969"", ""eos_compact_q4_fp16_o200"": ""MED-3969"", ""eos_dense"": ""MED-3969"", ""hybrid_minmax_blend_a050"": ""MED-3969"", ""mxbai"": ""MED-3969"", ""qwen3"": ""MED-3969""}"
nfcorpus	PLAIN-207	55	False	True	False	False	"{""bm25"": 2, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 2}"	"{""bm25"": 0.3471357245055707, ""eos_compact_q4_fp16_o200"": 0.9337457765456111, ""eos_dense"": 0.9337457765456111, ""hybrid_minmax_blend_a050"": 0.6363762929310756, ""mxbai"": 0.6117748521784965, ""qwen3"": 0.3858930373209064}"	"{""bm25"": 0.2545454545454545, ""eos_compact_q4_fp16_o200"": 0.4909090909090909, ""eos_dense"": 0.4909090909090909, ""hybrid_minmax_blend_a050"": 0.5454545454545454, ""mxbai"": 0.4, ""qwen3"": 0.23636363636363636}"	"{""bm25"": ""MED-3000"", ""eos_compact_q4_fp16_o200"": ""MED-5338"", ""eos_dense"": ""MED-5338"", ""hybrid_minmax_blend_a050"": ""MED-4057"", ""mxbai"": ""MED-4057"", ""qwen3"": ""MED-3000""}"
nfcorpus	PLAIN-217	36	False	True	False	False	"{""bm25"": 30, ""eos_compact_q4_fp16_o200"": 2, ""eos_dense"": 2, ""hybrid_minmax_blend_a050"": 5, ""mxbai"": 6, ""qwen3"": 2}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.3858930373209064, ""eos_dense"": 0.3858930373209064, ""hybrid_minmax_blend_a050"": 0.08514311764162101, ""mxbai"": 0.1517621910780354, ""qwen3"": 0.3183395489593719}"	"{""bm25"": 0.05555555555555555, ""eos_compact_q4_fp16_o200"": 0.5833333333333334, ""eos_dense"": 0.5833333333333334, ""hybrid_minmax_blend_a050"": 0.5277777777777778, ""mxbai"": 0.3611111111111111, ""qwen3"": 0.3611111111111111}"	"{""bm25"": ""MED-1991"", ""eos_compact_q4_fp16_o200"": ""MED-2469"", ""eos_dense"": ""MED-2469"", ""hybrid_minmax_blend_a050"": ""MED-2444"", ""mxbai"": ""MED-1991"", ""qwen3"": ""MED-2441""}"
nfcorpus	PLAIN-227	40	True	False	False	False	"{""bm25"": 5, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 11, ""mxbai"": 36, ""qwen3"": 11}"	"{""bm25"": 0.08514311764162101, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.025, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.025, ""mxbai"": 0.075, ""qwen3"": 0.025}"	"{""bm25"": ""MED-3466"", ""eos_compact_q4_fp16_o200"": ""MED-3456"", ""eos_dense"": ""MED-3456"", ""hybrid_minmax_blend_a050"": ""MED-3534"", ""mxbai"": ""MED-4504"", ""qwen3"": ""MED-3534""}"
nfcorpus	PLAIN-238	54	True	False	False	False	"{""bm25"": 31, ""eos_compact_q4_fp16_o200"": 28, ""eos_dense"": 28, ""hybrid_minmax_blend_a050"": 37, ""mxbai"": 1, ""qwen3"": 34}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.29849003527675555, ""qwen3"": 0.0}"	"{""bm25"": 0.037037037037037035, ""eos_compact_q4_fp16_o200"": 0.037037037037037035, ""eos_dense"": 0.037037037037037035, ""hybrid_minmax_blend_a050"": 0.05555555555555555, ""mxbai"": 0.05555555555555555, ""qwen3"": 0.05555555555555555}"	"{""bm25"": ""MED-4451"", ""eos_compact_q4_fp16_o200"": ""MED-3024"", ""eos_dense"": ""MED-3024"", ""hybrid_minmax_blend_a050"": ""MED-4966"", ""mxbai"": ""MED-4740"", ""qwen3"": ""MED-2391""}"
nfcorpus	PLAIN-248	31	False	True	False	False	"{""bm25"": 4, ""eos_compact_q4_fp16_o200"": 7, ""eos_dense"": 7, ""hybrid_minmax_blend_a050"": 6, ""mxbai"": 4, ""qwen3"": 2}"	"{""bm25"": 0.09478836436955079, ""eos_compact_q4_fp16_o200"": 0.14279514403613733, ""eos_dense"": 0.14279514403613733, ""hybrid_minmax_blend_a050"": 0.07839826897867534, ""mxbai"": 0.3316936730892072, ""qwen3"": 0.29062463495158997}"	"{""bm25"": 0.16129032258064516, ""eos_compact_q4_fp16_o200"": 0.25806451612903225, ""eos_dense"": 0.25806451612903225, ""hybrid_minmax_blend_a050"": 0.25806451612903225, ""mxbai"": 0.2903225806451613, ""qwen3"": 0.3548387096774194}"	"{""bm25"": ""MED-3874"", ""eos_compact_q4_fp16_o200"": ""MED-4886"", ""eos_dense"": ""MED-4886"", ""hybrid_minmax_blend_a050"": ""MED-3874"", ""mxbai"": ""MED-4890"", ""qwen3"": ""MED-3243""}"
nfcorpus	PLAIN-259	14	False	True	True	False	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.3589542101716347, ""eos_compact_q4_fp16_o200"": 0.3589542101716347, ""eos_dense"": 0.3589542101716347, ""hybrid_minmax_blend_a050"": 0.3589542101716347, ""mxbai"": 0.4690000933206748, ""qwen3"": 0.3589542101716347}"	"{""bm25"": 0.21428571428571427, ""eos_compact_q4_fp16_o200"": 0.21428571428571427, ""eos_dense"": 0.21428571428571427, ""hybrid_minmax_blend_a050"": 0.21428571428571427, ""mxbai"": 0.21428571428571427, ""qwen3"": 0.2857142857142857}"	"{""bm25"": ""MED-4296"", ""eos_compact_q4_fp16_o200"": ""MED-4296"", ""eos_dense"": ""MED-4296"", ""hybrid_minmax_blend_a050"": ""MED-4296"", ""mxbai"": ""MED-4296"", ""qwen3"": ""MED-4295""}"
nfcorpus	PLAIN-270	52	False	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 4, ""eos_dense"": 4, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.2200917662980802, ""eos_compact_q4_fp16_o200"": 0.24618570546556087, ""eos_dense"": 0.24618570546556087, ""hybrid_minmax_blend_a050"": 0.4249260138166711, ""mxbai"": 0.28952298823485745, ""qwen3"": 0.29345568839744024}"	"{""bm25"": 0.23076923076923078, ""eos_compact_q4_fp16_o200"": 0.1346153846153846, ""eos_dense"": 0.1346153846153846, ""hybrid_minmax_blend_a050"": 0.19230769230769232, ""mxbai"": 0.19230769230769232, ""qwen3"": 0.17307692307692307}"	"{""bm25"": ""MED-4331"", ""eos_compact_q4_fp16_o200"": ""MED-3920"", ""eos_dense"": ""MED-3920"", ""hybrid_minmax_blend_a050"": ""MED-4331"", ""mxbai"": ""MED-4331"", ""qwen3"": ""MED-4331""}"
nfcorpus	PLAIN-280	20	True	True	False	False	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 41, ""eos_dense"": 41, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 3}"	"{""bm25"": 0.4518648409659428, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.2863459897524693, ""mxbai"": 0.510069131458292, ""qwen3"": 0.27358726976933645}"	"{""bm25"": 0.4, ""eos_compact_q4_fp16_o200"": 0.25, ""eos_dense"": 0.25, ""hybrid_minmax_blend_a050"": 0.4, ""mxbai"": 0.6, ""qwen3"": 0.5}"	"{""bm25"": ""MED-4376"", ""eos_compact_q4_fp16_o200"": ""MED-2910"", ""eos_dense"": ""MED-2910"", ""hybrid_minmax_blend_a050"": ""MED-4376"", ""mxbai"": ""MED-4376"", ""qwen3"": ""MED-2904""}"
nfcorpus	PLAIN-291	13	False	True	True	True	"{""bm25"": 2, ""eos_compact_q4_fp16_o200"": 7, ""eos_dense"": 7, ""hybrid_minmax_blend_a050"": 6, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.2489083270225946, ""eos_compact_q4_fp16_o200"": 0.07336392209936006, ""eos_dense"": 0.07336392209936006, ""hybrid_minmax_blend_a050"": 0.1517621910780354, ""mxbai"": 0.5541432109622958, ""qwen3"": 0.5321408435198609}"	"{""bm25"": 0.23076923076923078, ""eos_compact_q4_fp16_o200"": 0.07692307692307693, ""eos_dense"": 0.07692307692307693, ""hybrid_minmax_blend_a050"": 0.23076923076923078, ""mxbai"": 0.6153846153846154, ""qwen3"": 0.46153846153846156}"	"{""bm25"": ""MED-3860"", ""eos_compact_q4_fp16_o200"": ""MED-4445"", ""eos_dense"": ""MED-4445"", ""hybrid_minmax_blend_a050"": ""MED-3696"", ""mxbai"": ""MED-4517"", ""qwen3"": ""MED-4517""}"
nfcorpus	PLAIN-307	3	False	True	True	True	"{""bm25"": 2, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.2960819109658653, ""eos_compact_q4_fp16_o200"": 0.7653606369886218, ""eos_dense"": 0.7653606369886218, ""hybrid_minmax_blend_a050"": 0.7653606369886218, ""mxbai"": 0.7653606369886218, ""qwen3"": 0.9217868789962073}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 0.6666666666666666, ""eos_dense"": 0.6666666666666666, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""MED-4872"", ""eos_compact_q4_fp16_o200"": ""MED-714"", ""eos_dense"": ""MED-714"", ""hybrid_minmax_blend_a050"": ""MED-714"", ""mxbai"": ""MED-714"", ""qwen3"": ""MED-714""}"
nfcorpus	PLAIN-320	42	False	False	False	True	"{""bm25"": 15, ""eos_compact_q4_fp16_o200"": 7, ""eos_dense"": 7, ""hybrid_minmax_blend_a050"": 18, ""mxbai"": 30, ""qwen3"": 23}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.07336392209936006, ""eos_dense"": 0.07336392209936006, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.14285714285714285, ""eos_compact_q4_fp16_o200"": 0.23809523809523808, ""eos_dense"": 0.23809523809523808, ""hybrid_minmax_blend_a050"": 0.23809523809523808, ""mxbai"": 0.2857142857142857, ""qwen3"": 0.23809523809523808}"	"{""bm25"": ""MED-2424"", ""eos_compact_q4_fp16_o200"": ""MED-2437"", ""eos_dense"": ""MED-2437"", ""hybrid_minmax_blend_a050"": ""MED-2437"", ""mxbai"": ""MED-2437"", ""qwen3"": ""MED-2437""}"
nfcorpus	PLAIN-332	2	False	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 4, ""eos_dense"": 4, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.6131471927654585, ""eos_compact_q4_fp16_o200"": 0.2640681225725909, ""eos_dense"": 0.2640681225725909, ""hybrid_minmax_blend_a050"": 0.6131471927654585, ""mxbai"": 0.6131471927654585, ""qwen3"": 0.6131471927654585}"	"{""bm25"": 0.5, ""eos_compact_q4_fp16_o200"": 0.5, ""eos_dense"": 0.5, ""hybrid_minmax_blend_a050"": 0.5, ""mxbai"": 0.5, ""qwen3"": 0.5}"	"{""bm25"": ""MED-760"", ""eos_compact_q4_fp16_o200"": ""MED-2951"", ""eos_dense"": ""MED-2951"", ""hybrid_minmax_blend_a050"": ""MED-760"", ""mxbai"": ""MED-760"", ""qwen3"": ""MED-760""}"
nfcorpus	PLAIN-344	61	False	True	False	True	"{""bm25"": 3, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 2, ""qwen3"": 2}"	"{""bm25"": 0.12422240594026356, ""eos_compact_q4_fp16_o200"": 0.3336884464926734, ""eos_dense"": 0.3336884464926734, ""hybrid_minmax_blend_a050"": 0.34400934791233423, ""mxbai"": 0.5255807324418655, ""qwen3"": 0.5207179154422782}"	"{""bm25"": 0.09836065573770492, ""eos_compact_q4_fp16_o200"": 0.32786885245901637, ""eos_dense"": 0.32786885245901637, ""hybrid_minmax_blend_a050"": 0.21311475409836064, ""mxbai"": 0.26229508196721313, ""qwen3"": 0.18032786885245902}"	"{""bm25"": ""MED-2495"", ""eos_compact_q4_fp16_o200"": ""MED-2394"", ""eos_dense"": ""MED-2394"", ""hybrid_minmax_blend_a050"": ""MED-2388"", ""mxbai"": ""MED-2405"", ""qwen3"": ""MED-2405""}"
nfcorpus	PLAIN-358	3	True	False	False	True	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 13, ""qwen3"": 24}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.6666666666666666, ""qwen3"": 0.3333333333333333}"	"{""bm25"": ""MED-5217"", ""eos_compact_q4_fp16_o200"": ""MED-4894"", ""eos_dense"": ""MED-4894"", ""hybrid_minmax_blend_a050"": ""MED-3788"", ""mxbai"": ""MED-3788"", ""qwen3"": ""MED-3788""}"
nfcorpus	PLAIN-371	2	True	True	False	False	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 2, ""mxbai"": 1, ""qwen3"": 3}"	"{""bm25"": 0.3800937667159343, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.23981246656813146, ""mxbai"": 0.3800937667159343, ""qwen3"": 0.19004688335796716}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 0.5}"	"{""bm25"": ""MED-4618"", ""eos_compact_q4_fp16_o200"": ""MED-3379"", ""eos_dense"": ""MED-3379"", ""hybrid_minmax_blend_a050"": ""MED-3379"", ""mxbai"": ""MED-4618"", ""qwen3"": ""MED-5010""}"
nfcorpus	PLAIN-383	5	True	True	False	True	"{""bm25"": 8, ""eos_compact_q4_fp16_o200"": 25, ""eos_dense"": 25, ""hybrid_minmax_blend_a050"": 2, ""mxbai"": 4, ""qwen3"": 4}"	"{""bm25"": 0.10699313236726378, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.21398626473452756, ""mxbai"": 0.14606834984270647, ""qwen3"": 0.14606834984270647}"	"{""bm25"": 0.2, ""eos_compact_q4_fp16_o200"": 0.2, ""eos_dense"": 0.2, ""hybrid_minmax_blend_a050"": 0.2, ""mxbai"": 0.4, ""qwen3"": 0.6}"	"{""bm25"": ""MED-2763"", ""eos_compact_q4_fp16_o200"": ""MED-4265"", ""eos_dense"": ""MED-4265"", ""hybrid_minmax_blend_a050"": ""MED-1479"", ""mxbai"": ""MED-4469"", ""qwen3"": ""MED-4469""}"
nfcorpus	PLAIN-395	3	True	False	False	True	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 21, ""eos_dense"": 21, ""hybrid_minmax_blend_a050"": 32, ""mxbai"": 0, ""qwen3"": 16}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.3333333333333333, ""eos_dense"": 0.3333333333333333, ""hybrid_minmax_blend_a050"": 0.3333333333333333, ""mxbai"": 0.0, ""qwen3"": 0.3333333333333333}"	"{""bm25"": ""MED-3482"", ""eos_compact_q4_fp16_o200"": ""MED-5206"", ""eos_dense"": ""MED-5206"", ""hybrid_minmax_blend_a050"": ""MED-5137"", ""mxbai"": ""MED-2783"", ""qwen3"": ""MED-2783""}"
